symbol,direction,ob_size_pct,atr_pct,rsi,price_vs_ema,candle_body_pct,upper_wick_pct,lower_wick_pct,distance_to_ob_pct,hour_of_day,label
R_100,BUY,0.004449415713631614,0.004375510182455832,36.99678068644864,-0.007764927341637854,0.0013348095568226125,0.0011589044214273198,0.00195565121115858,0.0024937417665726437,0,0
R_100,SELL,0.003650572521079664,0.004389078158979134,61.14929534285107,0.008943254211656544,0.00169347151520064,0.00030421643985647904,0.0016529093232198221,0.0016528994203409114,1,1
R_100,SELL,0.004663314669616858,0.00468326755809677,59.02680808492282,0.0032979153178846784,0.0012871642294949605,0.003376168470806741,0.0,7.727436327549314e-09,8,1
R_100,SELL,0.0033990622369528623,0.004402207191546374,56.574500352066146,0.00819985238112377,0.0011330233552456408,0.0022446689113356025,2.137779915555749e-05,2.1346484020046525e-05,15,1
R_100,SELL,0.003763102039302591,0.004832677151886062,55.55829476658242,0.0019750043469859736,0.0013408594476524245,0.0022275568243258497,0.0001946408875623932,0.0015355161751308124,22,1
R_100,SELL,0.0050485531650066254,0.004679707360410653,49.474943741075194,-0.003689287025535184,0.0034606244455882168,0.0015879447614250387,0.0,5.347335543183855e-09,0,1
R_100,SELL,0.004363852279678743,0.004210718787388148,71.47454028506131,0.01592622398210693,0.001725246101282192,0.0014884476167923235,0.0011501640675213758,0.002875377133300679,3,1
R_100,SELL,0.005494206834254662,0.004606734176311362,59.83615605660205,0.00849769452626969,0.0026180262785924055,0.0021386693543431075,0.0007374721911528199,0.0033555164744374093,19,1
R_100,SELL,0.003422484598921013,0.004365225144723343,61.85055692859734,0.007202168873728548,0.001089561996077606,0.0014869316652352405,0.0008460128440131364,0.0019355810990636117,20,1
R_100,SELL,0.004167556121655911,0.004766523203251922,56.64681222937908,0.0072273987921950495,0.0030785776702291637,0.0010889292196008054,0.0,3.282121734588609e-08,0,1
R_100,BUY,0.0052779521351761375,0.004732793573954164,38.73537476232333,-0.009451282217368667,0.002185386772224859,0.00028863598878448016,0.002803892462477428,0.0002886628336495335,2,1
R_100,SELL,0.0075975251918176155,0.005288781866649808,51.59216680939639,-0.00023733210127795676,0.00657084188911707,0.00011733646230572153,0.0009093575828688832,0.0009093683253427759,0,1
R_100,BUY,0.0060633449629895145,0.004578851077821377,43.08514871842511,-0.01137775752709864,0.004163139802034874,0.0,0.0019001882913852765,0.0041631187150732675,20,1
R_100,BUY,0.003222018534731555,0.004140759912458013,40.53592182870421,-0.007523706662943466,0.000982115165925859,0.00053413280953868,0.0017057789723972146,0.0005341370161036813,22,1
R_100,BUY,0.007276290374926748,0.0050195554690360385,30.942804708771305,-0.01904470625430107,0.003499804662065521,0.0007650735772885687,0.0030114598254979636,0.0007650378098445434,19,1
R_100,SELL,0.0049319699668995635,0.004611031944583101,57.33543658516133,0.0010440865473733533,0.0032418646099007676,0.0007528500752850215,0.0009372215222936017,0.0009372215222936017,14,1
R_100,SELL,0.0039506744835472,0.004521718524789115,62.76935320792258,0.005761454086723958,0.0007098874982639183,0.0014352073334464267,0.0018055834194971514,0.002515493523723374,18,1
R_100,BUY,0.007884971774666872,0.0045407227079839125,42.297707585372486,-0.011260587154767224,0.00471155870019262,0.0011819374058902874,0.0019914835743082724,0.0011819136887173624,0,1
R_100,SELL,0.0054581255402209585,0.004721941216936958,51.375714178708975,0.0017666229879933605,0.00428227943628344,0.0008248653012513862,0.00035100651117086205,0.004633243099979753,23,1
R_100,BUY,0.007345556779681823,0.004468628215951567,34.232378540699386,-0.014377414867064233,0.002749680840616781,0.0005499361681232893,0.00404595895119317,0.0032995906358944276,22,1
R_100,SELL,0.004326239119731956,0.005006835483464841,57.67651770269121,0.01206798450767127,0.00236138149830568,0.0011536520297065153,0.0008111615833874927,0.0008111659842206376,14,1
R_100,SELL,0.00702426737072017,0.004752498932781888,65.20277262029646,0.01250282249123853,0.005920967949542897,0.001103285953331046,0.0,3.142497418140363e-08,22,1
R_100,SELL,0.00626673395657298,0.004486661280429443,58.76242690732316,0.005609074269839134,0.0037826037863675542,0.0010350408370656677,0.0014490571718920205,0.005231706902899046,11,1
R_100,SELL,0.007953473454149738,0.004660023825956332,50.56033834016816,-0.001871459530641558,0.0048487868450304205,0.0017440300509794968,0.0013607267430716446,0.0013607127060853669,15,1
R_100,SELL,0.008323257747136858,0.004598272553009024,42.905110668633036,-0.012917073707170391,0.006139744033206449,0.0,0.002183500518851589,0.0021835269090091066,1,1
R_100,SELL,0.004168505053700336,0.004523320294630582,61.17583184997952,0.005965712362641753,0.00039079461571864266,0.0028658271819365895,0.0009118541033434996,0.0013026487190621423,7,1
R_100,SELL,0.003952995454253844,0.004469416461430459,70.93708858261132,0.01297713808647497,0.00032759675024018794,0.0021184589848869295,0.001506945051105088,0.001834523139421072,12,1
R_100,SELL,0.005149397608909536,0.004671347159330132,54.612956966265955,-0.001823499086153473,0.003636199381168455,0.0005872123224247147,0.0009259886622852159,0.004562188043453671,17,1
R_100,SELL,0.00414243959947304,0.004026027379158599,58.37844129643644,0.0053052265339147055,0.001739369249782558,0.002128438687233961,0.00027463724996568074,0.0002746204874382014,5,1
R_100,BUY,0.006951828073016238,0.004575390155249214,37.126242474173836,-0.007877277045666221,0.006058048017478953,0.0002979367877448781,0.0005958735754897562,0.0063559514667568175,0,1
